Q006,Q024,Q003,Q001,Q004,Q002,Q008,Q010,Q018,Q019,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,cluster
3,1,5,3,1,4,2,0,0,1,466.1,541.6,529.7,427.8,500.0,0
1,1,1,2,1,4,1,1,0,0,573.6,503.9,470.7,654.6,680.0,2
16,4,4,5,4,5,4,2,1,4,556.0,591.0,582.2,664.1,580.0,1
12,2,3,5,3,6,1,1,1,2,548.3,596.0,573.1,596.3,580.0,1
1,1,2,4,3,4,2,1,1,3,520.9,545.5,554.8,394.6,680.0,2
1,0,1,1,1,7,1,0,0,1,538.9,524.5,524.5,413.9,400.0,0
7,2,4,6,4,5,2,1,1,2,719.1,655.7,615.3,829.1,900.0,1
8,1,4,5,2,4,3,2,1,2,596.5,676.2,667.1,730.9,780.0,1
8,2,5,4,3,6,2,2,1,2,528.8,601.8,554.0,684.9,580.0,1
2,1,0,1,0,2,1,0,0,1,502.9,412.8,399.7,398.9,600.0,0
1,0,1,2,1,3,1,1,0,1,421.6,491.9,529.1,421.2,440.0,0
7,1,2,7,1,4,2,2,0,2,487.9,529.1,467.3,497.2,0.0,0
3,0,2,2,2,1,1,1,1,1,556.2,561.6,534.3,498.9,940.0,2
1,0,1,3,1,2,1,0,0,1,469.8,413.4,450.5,408.2,640.0,0
5,0,3,6,3,5,1,1,0,1,531.6,522.0,577.2,608.6,660.0,2
3,0,5,1,5,1,1,0,0,1,501.8,550.2,518.5,378.5,560.0,0
6,1,3,4,3,4,2,1,0,1,531.2,462.0,477.1,603.0,900.0,2
8,1,3,5,5,4,1,0,0,2,565.1,584.7,576.4,695.1,540.0,2
2,0,3,6,1,4,3,1,1,3,489.8,539.7,512.0,665.4,640.0,2
1,0,0,1,0,2,1,0,0,1,355.6,476.2,392.5,397.6,340.0,0
4,1,3,5,3,5,2,1,0,2,510.1,473.9,503.7,427.6,600.0,1
7,2,3,5,1,4,3,1,1,3,550.5,583.8,552.8,663.2,660.0,2
2,0,0,1,0,2,1,0,0,1,439.9,439.0,469.2,376.9,500.0,0
2,0,3,4,3,5,1,1,0,1,547.5,560.7,599.2,406.0,620.0,2
1,1,1,3,1,4,1,0,0,1,463.3,503.4,523.0,413.5,580.0,0
8,3,3,5,3,6,3,2,0,1,685.8,658.1,482.2,747.2,960.0,1
1,0,1,3,1,2,1,0,0,1,416.3,537.9,495.4,452.7,740.0,0
6,0,3,6,3,4,2,0,0,1,331.1,463.1,454.4,396.9,520.0,0
10,1,2,1,3,2,2,1,1,2,523.3,616.2,604.9,604.9,640.0,2
1,0,0,1,0,2,1,0,0,1,447.9,521.5,427.8,464.8,280.0,0
1,0,2,1,0,2,1,0,0,1,416.8,564.4,487.1,474.8,500.0,0
2,0,1,3,1,4,1,0,0,1,356.2,406.4,446.6,447.6,860.0,0
9,1,2,4,3,6,2,2,1,2,456.2,539.8,498.9,353.1,520.0,2
15,2,4,6,4,4,3,2,0,2,610.2,823.0,708.5,648.5,600.0,1
1,0,1,1,1,1,1,0,0,1,415.9,419.2,430.1,491.9,320.0,0
6,1,2,2,1,2,2,3,1,2,510.4,556.7,553.9,498.6,660.0,2
6,0,1,4,1,4,1,0,0,2,566.1,624.6,557.5,651.6,840.0,2
3,2,0,1,1,1,2,1,1,2,487.6,382.6,412.2,528.9,480.0,2
1,1,1,7,1,7,1,0,0,1,440.1,421.1,478.8,427.4,520.0,0
3,1,2,4,1,4,1,0,1,1,473.8,532.7,551.3,471.1,0.0,2
6,0,3,4,1,4,2,1,0,2,683.6,639.7,666.3,789.7,940.0,2
5,1,2,7,1,7,2,1,1,1,585.1,501.6,610.5,663.8,380.0,2
3,1,3,4,3,5,3,0,1,2,598.4,596.2,510.6,694.2,940.0,2
9,1,3,4,3,4,1,0,1,0,544.7,633.6,563.2,646.9,840.0,2
5,1,3,5,1,4,2,2,1,1,504.0,388.6,402.3,620.6,0.0,2
2,1,3,4,1,4,1,1,0,1,562.1,549.0,556.1,635.2,780.0,2
8,1,4,4,4,4,2,1,1,2,544.0,582.4,590.0,676.0,840.0,1
6,0,5,6,1,3,1,0,0,1,426.0,521.3,459.3,493.6,580.0,0
0,0,0,1,0,1,1,0,0,0,383.4,448.4,389.3,463.4,280.0,0
1,0,0,0,0,1,1,0,0,1,411.7,458.4,434.7,348.7,480.0,0
1,0,0,7,0,3,1,0,0,1,540.4,517.2,556.4,486.5,640.0,0
2,2,2,3,2,3,2,0,1,1,498.4,513.4,530.2,455.5,560.0,2
7,2,3,4,3,4,3,2,0,1,690.0,734.1,708.1,819.3,980.0,1
6,1,3,5,3,6,2,1,1,1,537.9,579.2,583.5,707.7,760.0,2
6,1,3,4,1,4,3,1,1,2,612.7,574.3,590.8,800.3,920.0,2
2,0,3,4,3,4,1,1,0,1,541.1,513.0,493.2,665.8,640.0,2
4,0,2,4,3,4,1,1,1,1,443.5,462.9,493.7,334.5,480.0,2
0,0,1,0,1,0,1,0,0,1,395.7,324.5,493.1,368.8,0.0,0
7,1,3,4,3,4,3,1,1,2,564.1,573.3,629.3,628.2,520.0,2
1,0,2,1,2,3,1,1,0,1,521.8,512.6,491.8,525.4,560.0,2
10,2,4,4,4,5,2,2,1,2,527.6,643.5,586.6,663.2,840.0,1
3,1,5,2,5,4,1,1,1,1,513.8,537.9,494.5,520.3,600.0,2
5,2,3,2,3,6,2,2,0,4,468.6,536.4,471.6,462.7,560.0,1
1,0,5,6,5,4,1,1,0,1,476.7,532.3,530.2,472.0,640.0,0
9,1,3,6,5,5,2,2,1,1,522.6,533.7,538.0,534.7,660.0,1
8,1,3,5,3,6,2,1,0,2,547.3,572.3,577.3,731.2,640.0,1
1,1,1,7,1,7,1,1,1,1,484.3,483.7,482.0,348.4,300.0,2
1,0,0,0,0,1,1,0,0,0,403.6,535.0,537.0,391.4,580.0,0
3,1,2,4,1,4,1,1,1,3,564.3,313.2,580.1,534.8,600.0,1
1,0,0,1,0,4,1,0,0,1,416.3,498.0,482.0,434.9,340.0,0
4,0,0,3,0,2,1,1,0,1,513.1,544.9,491.3,528.9,460.0,0
6,2,3,5,3,6,2,0,1,3,562.8,534.6,458.4,543.5,840.0,1
6,2,3,5,1,5,2,1,1,3,490.8,539.4,499.1,512.7,800.0,1
2,0,0,1,0,1,1,0,0,1,442.6,506.7,440.8,419.8,640.0,0
1,0,2,4,3,4,1,0,0,1,503.3,384.9,485.4,494.3,420.0,0
6,0,5,4,1,4,1,1,0,1,600.6,626.2,643.8,424.9,820.0,0
5,1,2,1,1,2,1,2,1,1,459.5,450.7,446.8,427.5,380.0,2
4,1,2,4,3,4,1,0,0,2,481.3,594.9,586.9,650.2,900.0,2
8,3,3,4,3,5,2,1,1,1,524.2,651.3,636.6,704.2,900.0,1
10,3,4,6,2,5,2,1,1,4,475.7,619.0,552.1,750.7,800.0,1
6,1,2,4,1,4,2,1,0,1,563.7,580.3,529.6,679.3,540.0,2
1,0,2,4,1,3,1,0,0,1,441.9,531.7,532.8,502.1,860.0,0
2,0,0,2,0,2,1,1,0,1,454.2,478.5,439.2,429.7,880.0,0
6,1,3,3,3,4,1,1,0,2,634.7,609.2,594.9,730.6,740.0,2
0,0,1,1,1,2,2,0,0,1,431.8,373.8,431.8,331.7,0.0,0
1,0,1,3,1,2,1,0,0,1,384.7,451.9,498.6,437.2,720.0,0
1,0,2,2,2,4,1,0,0,1,513.6,629.6,593.1,595.4,480.0,0
1,1,5,3,0,4,1,0,0,1,524.1,393.7,411.4,476.3,240.0,0
3,0,0,1,0,1,1,0,0,1,538.1,445.4,493.5,528.6,520.0,0
5,2,3,4,3,4,1,2,0,1,401.0,594.3,483.5,680.7,940.0,2
2,1,0,2,0,3,1,2,0,2,564.1,604.0,633.2,621.4,480.0,2
0,0,1,4,2,4,1,0,0,1,490.3,575.4,592.3,725.6,520.0,2
13,2,3,4,3,5,2,1,0,3,476.4,463.1,497.3,383.3,560.0,1
1,1,0,3,3,6,1,0,0,1,553.8,599.9,587.7,517.1,720.0,2
3,2,0,1,1,4,1,0,1,0,547.9,668.8,620.5,529.8,640.0,2
0,0,5,0,1,2,0,0,0,0,403.7,519.6,524.9,402.7,880.0,0
1,0,1,4,1,4,1,0,0,2,542.2,610.2,604.3,567.1,800.0,2
1,0,1,2,1,4,1,0,0,1,492.9,377.5,445.6,537.3,420.0,0
8,1,3,5,3,4,2,1,0,1,488.4,523.8,571.0,659.2,700.0,2
1,0,5,7,1,4,1,0,0,0,387.0,499.8,506.2,449.2,500.0,0
1,0,1,2,1,3,2,0,0,2,483.3,485.1,492.7,449.6,600.0,0
3,1,5,4,5,5,1,1,0,1,536.7,387.2,543.9,453.5,680.0,0
4,0,0,4,1,4,1,1,0,1,528.3,509.8,550.7,343.4,720.0,2
1,1,2,4,3,6,2,1,1,2,498.9,579.5,594.4,641.7,940.0,2
0,0,0,1,1,3,1,0,0,0,522.2,516.3,552.6,514.3,880.0,0
1,0,0,7,0,7,1,0,0,1,462.8,487.5,463.4,507.2,920.0,0
1,2,5,4,1,4,2,0,0,1,540.1,665.8,589.5,515.7,800.0,2
2,2,1,4,1,5,1,1,1,1,544.0,543.0,467.3,376.4,500.0,2
0,0,1,3,1,0,1,0,0,1,423.9,413.6,409.0,338.1,360.0,0
3,1,3,6,2,4,2,0,1,2,602.7,620.8,703.9,772.5,720.0,2
1,1,0,2,2,4,1,0,0,1,515.8,387.3,513.1,625.8,620.0,0
4,0,5,4,5,4,1,0,0,1,437.1,401.7,426.2,373.1,480.0,0
1,0,1,4,1,4,1,0,0,1,513.4,595.1,562.2,539.7,560.0,0
1,0,0,1,0,1,1,0,0,1,425.2,434.8,426.0,489.9,0.0,0
2,0,2,2,3,2,1,0,0,1,554.9,552.6,537.9,601.0,800.0,0
4,0,2,4,1,4,1,0,0,1,541.3,539.1,419.6,547.6,440.0,0
14,1,4,6,4,6,3,2,1,3,636.1,538.9,451.0,539.0,920.0,1
2,1,5,7,1,4,1,1,0,1,395.1,429.5,467.4,454.9,460.0,0
3,1,2,4,3,4,1,0,0,2,416.0,547.6,461.1,363.9,540.0,2
1,0,0,4,0,4,1,0,0,1,521.7,546.9,575.4,583.9,860.0,0
12,3,4,5,4,5,4,1,1,2,494.5,539.5,552.7,486.1,680.0,1
1,1,1,4,2,4,1,0,0,1,511.2,523.4,520.7,375.1,300.0,0
0,0,5,2,5,3,1,0,0,0,434.9,411.5,474.2,443.0,420.0,0
7,1,2,1,3,6,3,1,1,2,594.4,614.8,595.9,707.0,700.0,2
4,2,5,7,3,6,1,0,0,2,507.3,573.2,530.3,465.6,480.0,1
10,0,2,4,3,6,1,2,0,1,544.2,621.5,637.2,631.7,820.0,2
3,1,5,5,1,4,1,0,0,2,445.2,589.0,501.4,544.6,640.0,0
1,1,5,4,5,3,1,0,0,1,520.3,611.0,527.9,680.3,640.0,0
6,1,5,4,1,2,2,1,1,2,520.2,578.0,569.4,671.0,620.0,2
3,0,1,4,1,1,1,0,0,2,478.3,597.0,610.1,653.8,700.0,2
1,1,2,1,5,4,1,0,0,1,497.0,471.9,334.5,486.2,540.0,0
0,0,2,1,5,3,1,0,0,1,431.1,497.5,455.6,352.4,460.0,0
3,0,3,3,1,4,1,1,0,1,430.7,533.7,489.3,618.2,580.0,2
3,1,3,5,3,5,2,1,0,2,613.5,664.2,610.5,720.7,800.0,2
2,0,3,1,1,4,2,1,0,1,463.0,561.3,514.5,504.1,740.0,0
1,0,2,4,1,4,1,0,0,1,472.6,409.6,471.8,540.0,480.0,0
2,0,1,3,1,4,1,1,1,1,456.7,481.6,490.4,487.6,760.0,2
1,0,0,4,0,2,0,0,0,1,468.3,363.8,424.8,456.2,900.0,0
6,0,3,3,3,2,1,2,0,2,484.7,479.5,501.8,417.1,380.0,2
5,1,2,4,5,3,2,2,0,2,470.5,444.9,444.3,396.5,560.0,2
1,0,0,2,0,1,1,1,0,1,465.9,392.8,396.2,496.9,600.0,0
12,3,3,5,3,5,4,2,1,4,511.9,586.8,567.6,577.5,940.0,1
1,0,2,4,2,4,1,0,0,1,454.1,508.4,467.4,417.0,560.0,0
2,0,2,4,1,3,1,0,0,1,438.1,518.9,614.3,606.7,840.0,0
10,1,4,3,3,6,2,2,1,2,571.6,638.6,629.9,470.9,740.0,1
5,1,2,3,1,3,1,2,1,1,323.4,438.5,441.4,596.5,700.0,2
1,0,2,3,2,2,1,0,0,1,457.0,330.5,325.3,363.3,440.0,0
3,1,1,3,4,6,1,1,0,1,445.1,441.1,459.7,405.6,560.0,2
1,0,0,1,0,1,1,0,0,1,438.8,358.8,511.6,451.9,480.0,0
3,1,5,4,5,4,1,0,0,1,590.8,649.2,659.2,637.7,540.0,0
2,1,3,2,2,3,2,0,0,1,452.1,511.4,548.5,632.3,920.0,0
2,0,1,3,2,4,1,0,0,1,422.1,452.6,481.4,340.4,360.0,0
1,0,2,1,0,3,1,0,0,1,475.9,520.2,506.6,452.3,400.0,0
2,1,5,3,1,2,1,0,0,1,543.3,591.8,557.7,535.9,580.0,0
2,1,2,4,2,4,1,1,1,2,324.4,427.6,345.5,404.0,320.0,2
13,2,4,6,4,6,2,3,1,3,542.8,558.9,554.5,659.1,740.0,1
2,0,0,2,0,4,2,0,0,1,432.9,543.2,506.1,569.6,500.0,0
2,1,2,0,1,1,1,0,0,1,394.3,506.8,521.7,409.7,560.0,0
3,0,1,4,3,6,1,0,0,2,566.8,671.0,602.0,721.0,960.0,2
16,3,0,4,4,6,4,2,1,4,384.6,389.9,368.0,439.0,820.0,1
1,1,2,4,5,4,4,0,0,3,460.6,451.9,469.4,541.6,480.0,0
1,0,2,4,1,4,1,0,0,1,418.4,312.2,396.9,502.0,360.0,0
3,0,1,4,1,4,1,1,0,1,561.3,583.7,545.7,689.6,940.0,2
1,0,0,0,0,0,1,0,0,1,428.8,424.5,411.7,366.0,340.0,0
2,1,3,4,3,4,1,0,0,1,408.6,519.0,541.4,646.3,520.0,2
1,0,1,4,1,4,1,0,0,1,560.8,578.0,601.4,667.3,640.0,2
6,1,3,4,3,4,2,1,1,1,541.9,569.4,607.5,644.6,880.0,1
10,3,4,5,3,5,2,1,1,2,565.5,607.3,591.4,681.1,640.0,1
4,0,1,4,3,6,1,1,0,1,477.8,368.9,319.6,479.8,560.0,0
3,2,1,4,1,4,2,0,1,2,620.0,666.7,615.3,730.2,700.0,2
15,3,3,4,3,4,2,2,1,2,543.2,563.8,595.9,626.7,800.0,1
0,0,1,2,1,2,1,0,0,1,443.1,468.2,451.6,526.5,0.0,0
1,0,0,1,0,4,2,0,0,0,406.2,437.9,475.1,519.1,520.0,0
6,2,3,4,3,4,1,1,0,1,541.2,564.8,540.7,613.1,760.0,2
6,2,3,4,1,4,3,1,1,3,533.4,477.6,533.4,618.2,720.0,2
3,0,1,4,1,4,2,1,0,1,411.6,491.9,495.4,437.6,740.0,2
4,0,5,7,1,4,1,0,0,2,519.2,548.9,567.4,553.7,780.0,0
7,1,3,5,2,4,2,1,1,2,624.6,581.1,592.8,660.1,660.0,2
1,0,1,4,1,2,1,0,0,1,440.6,509.8,539.3,446.8,540.0,0
1,1,5,2,1,4,1,1,0,1,531.3,587.6,566.2,438.3,500.0,0
2,0,0,0,0,1,1,0,0,1,452.0,357.5,477.9,429.8,660.0,0
5,0,3,5,1,4,2,2,1,2,511.5,567.8,528.7,650.7,720.0,2
1,1,2,2,1,1,1,0,0,1,518.7,521.0,482.4,378.2,560.0,0
5,1,2,3,1,4,2,1,0,1,496.0,590.2,570.0,490.0,780.0,2
1,0,0,0,0,0,1,0,0,1,338.0,329.7,416.1,396.2,420.0,0
6,0,5,4,1,4,1,1,0,1,548.6,501.2,538.7,601.2,540.0,0
5,1,2,1,1,2,2,1,0,1,506.5,402.6,514.2,441.8,500.0,0
3,1,3,2,1,4,1,1,0,1,477.2,560.3,480.3,718.6,960.0,2
2,0,1,4,5,4,1,0,0,1,501.5,504.6,514.6,421.6,620.0,0
3,0,3,7,3,5,1,0,0,1,412.4,296.5,359.0,356.0,480.0,0
1,0,0,7,0,5,2,0,0,1,552.9,323.5,502.9,529.2,940.0,0
5,0,2,1,1,2,2,1,1,0,547.5,595.7,559.6,392.3,560.0,2
2,0,0,1,0,1,1,0,0,1,542.9,493.1,521.1,530.0,600.0,0
6,0,1,3,1,2,1,1,0,1,553.1,464.7,440.4,471.5,500.0,2
3,0,0,2,0,2,1,1,1,1,496.9,576.3,506.1,529.2,560.0,2
4,1,3,5,3,6,1,2,0,1,508.7,544.3,516.9,452.8,560.0,2
3,0,1,3,1,2,1,0,0,1,512.6,572.3,485.0,534.7,500.0,0
3,2,5,4,5,4,1,0,0,1,562.3,492.7,514.2,601.3,460.0,0
6,3,1,2,4,5,1,0,0,1,557.5,573.8,534.4,442.9,600.0,2
3,0,2,1,3,5,1,0,0,1,0.0,492.8,526.6,0.0,420.0,0
4,1,2,3,0,4,1,1,0,1,477.5,489.2,454.4,527.6,400.0,2
3,0,3,0,2,7,1,1,0,2,373.1,457.9,513.1,493.6,580.0,2
1,1,0,0,0,1,1,0,0,1,428.9,421.8,410.1,406.3,340.0,0
12,2,4,4,3,4,1,0,0,1,703.8,734.0,705.4,773.0,940.0,2
4,1,3,4,3,4,2,1,0,2,592.0,586.6,600.7,665.2,940.0,2
8,3,2,5,3,5,2,1,0,2,543.0,632.3,614.9,697.1,640.0,2
13,1,4,5,4,6,3,3,1,3,552.8,591.4,559.5,790.4,800.0,1
1,1,1,1,1,4,1,0,0,0,474.7,437.3,453.1,487.9,360.0,0
2,0,1,3,1,4,1,0,0,2,458.1,618.3,624.8,470.4,720.0,2
13,1,4,5,3,4,4,2,1,4,712.1,669.4,634.6,806.2,940.0,1
1,1,2,4,0,4,2,0,0,1,448.5,482.2,423.3,472.8,760.0,0
4,1,2,4,1,2,2,1,0,2,392.1,480.1,488.8,500.2,600.0,2
1,0,5,4,0,3,1,0,0,0,377.4,448.5,414.0,348.4,480.0,0
0,1,2,2,1,2,1,1,1,1,410.9,354.1,434.9,338.7,480.0,2
4,2,3,5,3,5,3,1,1,4,471.6,597.2,560.6,565.4,840.0,1
5,1,3,4,1,4,1,0,0,1,397.3,485.7,417.1,421.5,640.0,0
5,0,0,1,3,3,1,0,0,2,569.2,617.7,639.0,608.1,340.0,2
9,2,3,1,2,1,2,1,1,1,583.9,552.1,536.7,625.9,840.0,2
4,1,2,4,3,6,1,1,1,2,543.3,516.5,571.3,573.4,0.0,2
9,2,3,6,3,6,1,1,0,1,648.4,593.3,531.5,659.7,640.0,2
2,0,1,2,1,2,1,1,0,1,395.1,454.8,413.9,432.9,580.0,0
0,0,5,1,5,1,1,0,0,1,328.7,433.6,381.9,471.3,620.0,0
6,2,4,5,3,5,2,1,0,1,640.8,684.0,696.8,789.9,880.0,1
6,2,2,2,1,4,2,1,1,2,501.4,578.2,610.4,585.2,800.0,2
8,1,3,6,3,6,2,0,0,1,553.3,565.9,549.4,474.9,880.0,1
4,0,2,4,1,3,2,0,0,1,485.9,519.0,562.1,539.3,640.0,0
5,1,3,4,3,6,3,1,1,1,478.6,530.2,448.3,609.3,560.0,1
2,0,1,1,1,3,1,0,1,1,564.3,596.7,545.0,459.7,480.0,2
1,0,1,0,3,3,1,0,0,1,478.3,483.6,548.9,433.8,620.0,0
0,0,5,7,1,3,1,0,0,1,508.4,500.9,429.0,348.0,620.0,0
0,0,0,1,0,1,1,0,0,1,451.3,408.4,484.6,465.9,880.0,0
7,1,3,6,3,6,1,1,0,1,501.1,577.6,552.5,539.6,760.0,1
4,1,3,2,1,2,1,1,0,2,482.5,546.4,534.9,585.4,840.0,2
4,0,0,2,5,3,1,0,0,1,422.3,349.9,338.5,407.6,600.0,0
1,0,1,3,3,4,1,1,1,1,596.7,626.0,605.7,641.2,760.0,2
0,0,0,4,0,4,1,1,0,1,563.2,546.8,556.2,602.1,800.0,2
2,1,2,4,3,4,1,0,0,1,482.2,536.1,523.6,436.5,520.0,2
6,1,1,4,1,1,1,0,0,1,538.4,593.7,587.4,555.3,300.0,0
0,0,0,1,0,1,2,1,0,1,415.5,440.9,543.2,528.5,640.0,0
15,2,4,5,4,6,4,1,0,2,603.7,554.9,563.4,657.5,760.0,1
1,0,3,4,3,1,1,0,0,1,490.9,542.8,532.3,366.4,760.0,0
13,0,3,4,5,5,2,1,1,3,562.2,613.4,569.6,615.7,680.0,1
2,0,2,1,5,3,1,0,0,1,430.7,472.1,438.7,368.8,560.0,0
1,0,0,1,1,2,1,1,0,1,469.8,533.6,497.0,563.2,620.0,0
4,1,3,2,3,5,3,0,1,2,621.0,637.2,618.1,781.6,920.0,1
9,0,3,6,3,5,2,1,0,3,609.9,475.3,547.4,469.9,920.0,1
4,0,1,4,4,6,1,0,0,0,493.8,554.9,557.0,673.5,560.0,2
1,1,2,3,0,4,1,0,0,1,551.8,499.7,605.3,492.5,600.0,0
0,0,0,0,0,0,0,0,0,0,361.3,387.2,450.3,381.6,240.0,0
2,1,3,5,3,5,2,1,1,1,442.9,423.2,390.8,377.7,560.0,2
7,1,3,5,3,4,2,1,1,1,482.6,616.6,611.1,696.0,760.0,1
2,0,1,2,1,1,1,0,0,0,460.7,478.3,534.0,477.8,380.0,0
3,0,2,2,3,5,1,0,0,1,385.9,395.3,342.7,433.7,480.0,0
1,0,5,1,1,4,1,0,0,0,455.2,565.7,545.9,586.2,520.0,0
7,2,3,5,3,5,2,2,1,1,589.8,553.9,587.9,662.0,760.0,1
12,4,3,6,3,6,3,2,1,2,543.2,604.4,582.5,673.4,880.0,1
1,0,2,3,1,3,1,0,0,1,482.9,543.6,514.4,444.5,600.0,0
1,0,2,1,1,1,1,0,0,1,590.2,496.4,576.0,633.7,600.0,0
10,4,3,5,3,5,3,2,1,2,627.3,543.3,606.5,762.4,860.0,1
7,2,2,5,3,4,2,1,1,2,597.4,595.1,625.8,771.6,740.0,1
13,1,4,6,3,4,3,1,1,2,565.7,573.9,580.9,686.6,880.0,1
1,0,0,0,1,1,1,0,0,1,388.9,425.3,333.0,401.9,480.0,0
7,1,5,7,5,5,2,1,0,2,464.0,564.9,561.6,415.4,920.0,0
2,0,2,4,1,3,1,0,0,1,452.6,426.6,487.6,645.2,620.0,0
2,0,2,2,1,5,1,1,0,1,454.1,524.5,517.4,645.5,920.0,2
1,0,2,4,2,3,1,1,0,1,444.2,472.5,488.8,421.2,460.0,2
5,1,3,5,3,4,2,1,0,2,465.6,565.7,609.6,695.4,380.0,2
6,2,3,5,5,6,1,0,0,1,596.0,615.9,580.3,666.4,640.0,2
3,1,2,4,1,4,1,0,0,1,586.8,581.3,567.3,625.4,940.0,2
1,0,1,4,1,4,1,0,0,1,336.4,546.0,509.5,500.8,720.0,0
1,1,2,1,1,2,2,0,0,1,597.3,614.2,544.9,368.3,560.0,0
5,1,3,4,2,4,2,1,1,1,531.6,492.5,526.3,669.1,460.0,2
1,0,2,1,1,1,1,0,0,1,396.3,422.6,492.3,439.2,460.0,0
3,1,3,1,1,4,2,1,0,1,560.2,583.9,553.5,748.4,700.0,2
1,0,1,1,1,4,1,0,0,2,420.7,376.7,485.1,341.0,460.0,0
6,1,3,4,3,5,2,1,1,1,562.4,587.7,550.3,690.3,900.0,1
2,0,5,7,1,4,1,1,0,1,507.2,522.5,581.8,553.4,920.0,2
1,0,0,2,0,3,1,1,0,1,580.3,588.9,521.9,508.2,540.0,2
1,0,3,2,3,3,1,0,1,1,549.3,471.5,562.3,647.2,640.0,2
3,1,1,4,1,4,1,0,0,1,401.3,405.1,446.9,490.1,340.0,0
0,0,2,1,2,4,1,0,0,1,473.2,476.7,444.3,486.8,840.0,0
2,1,1,1,3,5,1,0,0,0,495.4,551.7,529.4,434.2,800.0,2
1,0,1,4,5,1,1,0,0,2,421.0,463.0,532.9,339.8,400.0,0
4,1,3,4,3,4,1,0,0,1,531.6,582.5,557.5,620.1,580.0,2
0,0,0,1,0,1,1,0,0,1,455.9,464.1,450.6,457.7,640.0,0
7,2,3,4,3,4,3,2,1,4,417.7,532.5,519.5,550.6,860.0,1
8,3,3,5,3,4,2,1,1,4,690.7,613.9,587.7,858.9,880.0,1
3,2,2,3,1,4,2,0,0,1,526.1,599.2,581.9,665.2,620.0,2
14,4,4,6,3,6,4,2,1,4,766.5,744.4,673.7,882.5,920.0,1
2,0,5,7,1,7,1,0,0,1,478.9,452.6,448.3,441.8,420.0,0
8,3,3,4,3,6,2,1,1,2,505.0,567.5,497.2,641.3,680.0,1
1,0,0,1,0,1,1,0,0,1,332.6,434.7,369.4,458.6,340.0,0
4,1,1,3,3,6,1,0,0,0,564.9,556.7,524.3,605.8,740.0,2
7,1,3,6,3,6,2,1,0,1,614.6,604.6,604.2,721.9,920.0,2
16,2,3,4,4,6,3,2,1,3,564.1,628.6,653.9,681.3,780.0,1
1,1,2,4,1,4,1,1,1,1,560.9,501.8,519.0,469.9,640.0,2
4,1,0,2,1,4,1,0,0,2,527.2,506.9,551.4,500.7,680.0,2
3,0,2,2,1,3,1,0,0,1,455.3,540.1,551.4,364.4,820.0,0
9,3,3,6,3,5,2,1,1,3,488.8,536.4,571.0,536.5,600.0,1
1,2,3,4,3,4,1,0,0,0,610.8,615.7,579.0,524.9,800.0,2
5,0,2,2,5,2,1,1,0,0,465.8,434.8,532.1,432.4,320.0,0
1,0,1,7,1,4,1,0,0,1,462.6,393.2,435.9,368.0,620.0,0
1,0,1,7,2,4,1,0,0,2,504.7,554.6,588.8,485.6,820.0,2
1,0,2,1,3,3,1,0,0,0,522.0,565.0,507.1,623.4,920.0,2
1,0,0,1,0,1,1,1,0,0,483.3,436.7,422.7,331.3,340.0,0
2,1,1,1,1,3,1,1,1,2,578.7,521.7,469.2,606.1,320.0,2
1,0,0,1,1,3,1,0,0,1,438.6,440.4,477.9,384.3,720.0,0
15,2,4,6,4,6,1,1,1,1,728.7,707.0,641.5,838.5,980.0,1
12,1,3,2,1,4,2,1,0,2,538.7,506.8,530.6,493.4,540.0,2
3,0,1,1,4,5,1,0,0,1,455.2,452.0,460.0,526.8,660.0,0
4,0,2,4,1,4,1,0,0,1,460.3,499.2,499.4,366.8,500.0,0
1,0,0,1,0,1,1,0,0,0,429.8,447.4,505.0,384.9,660.0,0
5,0,3,3,1,2,1,0,0,1,424.5,517.2,495.3,488.1,520.0,0
5,0,3,6,3,6,2,0,0,1,499.7,508.3,520.6,452.8,700.0,2
3,1,1,1,1,4,1,1,1,1,500.2,477.4,501.3,441.1,600.0,2
3,1,4,4,1,4,1,0,0,1,443.0,498.1,502.7,396.3,920.0,0
8,0,3,5,3,3,2,2,0,1,422.5,382.2,434.6,450.5,660.0,0
1,0,5,2,1,2,1,0,0,1,546.4,593.2,586.9,564.0,520.0,0
5,2,3,7,3,5,2,1,1,2,540.6,648.8,546.0,678.8,820.0,2
11,0,2,4,2,4,1,1,0,2,395.1,418.9,464.3,443.9,440.0,2
2,1,0,2,0,2,3,2,1,2,430.1,560.8,530.5,527.2,660.0,2
1,0,1,4,1,3,1,1,0,1,489.8,583.6,593.2,536.5,780.0,2
3,0,3,4,3,4,1,1,0,1,412.2,502.1,534.7,469.5,780.0,2
4,1,0,4,3,6,3,0,0,2,506.3,536.1,513.2,489.1,900.0,2
7,0,1,2,5,2,2,0,0,1,417.6,446.1,442.0,407.4,800.0,0
1,0,1,5,3,4,2,1,0,1,490.8,459.7,460.9,537.9,680.0,2
8,2,2,3,1,5,1,1,1,4,536.8,664.8,621.2,659.6,860.0,1
6,1,2,3,1,4,1,1,1,2,439.7,435.4,426.9,365.6,520.0,2
3,1,3,5,3,6,1,1,0,1,707.4,654.5,632.0,755.9,960.0,2
4,0,3,4,5,4,1,1,0,1,582.3,612.5,580.6,479.0,620.0,2
