Q006,Q024,Q003,Q001,Q004,Q002,Q008,Q010,Q018,Q019,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,cluster
3,1,3,4,1,2,1,1,0,1,563.9,560.0,506.2,421.3,520.0,0
3,0,3,4,3,6,1,1,0,1,499.2,395.2,488.7,465.7,640.0,0
16,1,4,6,4,6,4,2,0,3,591.8,576.9,584.4,747.3,700.0,1
5,0,3,2,3,4,3,1,0,1,509.9,577.1,499.2,660.1,900.0,1
16,1,4,5,4,5,4,2,0,2,434.1,372.4,397.7,342.5,380.0,1
5,2,2,3,4,6,1,1,1,3,509.5,535.0,541.9,579.8,940.0,1
13,2,4,5,4,6,3,1,0,3,545.0,387.3,513.3,729.1,840.0,1
8,3,3,5,5,4,2,2,1,3,614.2,590.1,557.8,745.2,800.0,1
3,0,1,1,1,3,1,1,0,2,446.9,465.6,437.4,367.2,400.0,0
2,1,2,1,1,0,2,0,0,1,586.5,583.9,502.1,463.4,600.0,0
5,0,1,1,1,4,1,1,0,1,465.7,511.1,489.5,460.8,540.0,0
8,3,3,5,3,6,1,1,1,2,602.1,601.2,570.4,615.6,780.0,1
5,0,5,1,1,4,2,0,0,1,504.7,533.0,521.8,583.9,720.0,0
13,1,3,6,1,4,2,2,0,1,568.0,581.8,572.1,714.7,780.0,2
13,2,4,2,1,7,4,3,1,3,422.0,387.1,476.5,345.2,560.0,1
1,0,1,3,1,4,1,0,0,1,515.0,577.9,555.0,592.7,860.0,2
7,2,4,5,3,4,2,2,0,2,583.5,632.8,666.5,673.9,840.0,1
2,0,5,2,5,2,1,1,0,1,414.7,473.7,393.8,355.8,580.0,0
1,0,1,4,1,2,1,0,0,2,438.6,534.0,439.2,454.5,600.0,0
2,0,1,0,1,1,1,0,0,1,494.8,565.9,605.1,421.7,560.0,0
6,1,4,5,5,4,2,2,1,3,730.3,641.3,656.1,880.0,900.0,1
4,1,2,4,2,4,1,0,0,2,493.0,368.2,393.8,585.7,740.0,2
2,0,0,2,0,4,1,0,0,0,538.8,588.2,493.3,628.1,560.0,0
1,1,5,7,0,1,1,0,0,1,430.5,550.6,503.5,345.2,620.0,0
11,3,4,6,3,5,2,2,1,4,561.5,602.7,612.8,705.5,920.0,1
1,1,3,5,3,4,1,0,0,1,641.8,645.9,591.2,709.1,900.0,2
2,1,3,3,3,2,2,1,0,2,562.5,642.7,610.2,733.3,680.0,2
8,1,4,6,4,6,1,1,0,1,532.3,485.7,538.2,350.7,580.0,1
4,1,5,3,3,6,1,0,1,3,549.9,558.9,571.7,718.2,780.0,2
3,0,0,1,0,1,1,1,0,0,539.7,570.1,579.4,635.1,840.0,0
0,0,1,1,1,4,1,0,0,1,499.3,536.5,564.8,408.3,480.0,0
1,0,1,1,1,1,1,0,0,1,385.6,453.3,437.4,365.8,340.0,0
1,0,1,5,1,4,1,0,0,2,397.5,472.2,337.6,483.8,480.0,0
4,2,3,5,3,4,1,1,0,2,476.9,566.1,510.8,550.4,540.0,1
0,1,1,4,3,6,2,0,0,1,481.2,451.4,526.6,585.7,920.0,2
8,2,4,6,3,6,3,2,1,2,632.4,667.4,638.9,709.1,780.0,1
1,0,5,4,1,3,1,0,1,1,333.5,520.6,499.9,479.0,580.0,2
1,0,1,1,1,2,1,0,0,1,479.0,570.3,569.8,642.3,740.0,0
0,0,3,2,3,2,1,0,0,0,542.9,506.1,502.7,427.9,640.0,0
3,2,2,4,1,4,2,0,0,1,522.7,657.2,663.0,660.0,660.0,2
9,1,4,6,3,4,3,1,0,1,352.0,344.4,446.0,460.1,520.0,0
2,0,2,7,1,1,1,0,0,1,417.2,516.9,482.1,503.2,560.0,0
6,1,3,1,1,4,1,0,0,1,562.5,632.9,608.8,670.7,740.0,0
14,3,4,5,4,6,3,1,1,4,633.5,661.3,645.4,737.5,920.0,1
1,0,0,0,0,1,1,0,0,2,409.3,566.4,490.1,487.5,640.0,0
1,0,5,7,5,7,1,0,0,1,393.0,422.1,393.9,405.6,300.0,0
1,0,0,0,0,2,1,0,0,1,505.4,416.2,458.7,445.1,300.0,0
1,0,5,4,1,4,1,1,0,2,556.9,574.8,510.6,556.3,620.0,0
1,0,2,2,1,2,1,0,0,1,448.9,521.7,484.0,480.1,0.0,0
9,2,4,7,0,4,4,1,1,1,389.7,445.5,429.2,410.8,620.0,2
0,1,1,0,5,1,1,0,0,1,489.4,453.3,499.9,453.2,600.0,0
6,1,3,4,3,4,2,1,1,1,704.1,601.2,543.8,842.3,960.0,2
5,1,1,4,1,4,2,1,1,2,385.8,498.4,491.9,358.4,480.0,2
5,2,3,6,3,5,1,2,1,2,595.1,414.1,551.9,564.5,620.0,1
1,1,0,4,0,4,1,0,0,1,576.5,550.8,514.9,627.1,940.0,0
1,0,2,1,5,1,2,1,0,1,428.5,474.9,391.4,432.0,440.0,0
4,1,1,3,3,3,2,1,0,2,548.5,534.8,536.1,633.3,760.0,2
2,1,5,7,1,4,1,0,0,1,552.6,607.1,567.2,578.1,480.0,2
5,1,1,3,1,4,1,0,0,1,336.9,401.4,461.6,411.4,560.0,0
2,0,5,4,2,4,1,0,0,1,508.5,539.4,542.7,658.3,0.0,0
3,1,1,1,2,2,1,0,0,1,514.3,541.2,532.9,381.7,520.0,0
7,1,1,3,1,1,1,0,0,1,487.1,533.9,412.7,465.4,640.0,0
4,0,2,2,1,5,1,1,1,2,566.0,521.6,558.6,601.8,760.0,2
6,1,3,4,3,6,2,2,0,1,580.3,622.5,662.6,680.7,900.0,1
1,0,5,3,2,2,1,0,0,0,483.9,593.0,532.5,517.3,560.0,0
1,0,2,1,1,4,1,0,0,1,493.3,531.6,485.7,511.6,520.0,0
1,0,2,1,1,4,1,0,0,1,461.0,374.9,456.1,346.4,560.0,0
7,2,3,4,3,5,2,1,0,1,555.3,646.8,605.5,739.1,680.0,2
1,1,1,4,1,4,1,0,0,2,492.2,431.2,525.3,420.0,960.0,0
8,1,4,6,3,5,2,1,1,2,494.9,545.2,522.2,600.1,940.0,2
15,3,3,6,3,6,2,1,0,2,473.3,499.8,491.5,428.7,700.0,1
6,1,1,4,1,4,1,1,1,2,626.0,625.2,585.8,718.4,960.0,2
0,0,5,2,3,2,1,0,0,1,409.8,389.0,394.6,340.0,0.0,0
2,0,5,1,1,1,1,0,0,1,398.1,509.9,558.7,374.3,700.0,0
3,0,5,7,5,2,1,0,0,1,569.2,620.0,497.3,677.1,740.0,2
2,0,0,2,3,5,1,1,0,1,429.4,520.2,490.7,411.5,620.0,0
5,2,4,5,3,4,2,0,1,2,676.4,672.9,666.1,781.9,940.0,1
3,0,3,4,1,4,2,1,0,1,505.9,493.6,465.0,443.2,600.0,2
1,1,1,2,1,4,1,1,0,1,466.5,465.3,512.0,510.8,360.0,2
5,2,3,5,4,6,1,1,1,1,619.6,656.7,660.9,726.0,920.0,1
2,2,1,3,1,4,1,0,0,1,566.9,544.2,502.4,627.3,820.0,0
1,0,1,7,1,1,1,0,0,1,367.1,439.4,357.2,415.2,360.0,0
1,0,3,4,3,4,1,0,0,1,451.7,354.3,457.8,381.7,540.0,0
2,1,2,2,0,1,1,0,0,1,539.1,568.1,526.7,503.4,460.0,0
14,2,4,6,5,4,4,3,1,4,619.5,604.9,643.1,746.4,840.0,1
3,2,3,4,1,4,1,0,1,1,541.9,537.4,423.4,538.9,620.0,2
1,1,1,2,1,2,1,0,0,1,440.1,437.7,455.9,387.9,360.0,0
2,1,2,3,1,5,1,0,0,1,507.9,556.3,529.4,459.0,720.0,0
1,0,2,2,2,2,1,0,0,1,412.1,455.6,436.2,465.2,320.0,0
2,0,1,3,5,2,1,1,0,1,338.5,502.0,424.4,519.9,800.0,2
2,1,5,7,5,4,1,0,0,1,596.4,607.4,548.6,595.7,660.0,2
1,0,1,7,1,4,1,0,0,2,514.1,503.4,471.8,572.5,720.0,0
8,1,3,5,1,4,3,2,1,2,386.0,589.1,593.4,445.5,760.0,1
4,1,0,3,1,2,1,1,0,1,561.7,513.0,497.4,470.6,560.0,0
3,1,1,1,3,6,2,0,0,1,587.2,563.0,546.3,358.4,500.0,2
13,2,3,3,3,4,1,1,1,3,472.6,561.9,580.4,628.9,720.0,1
2,1,1,4,5,4,1,1,0,1,440.7,552.2,469.0,703.4,860.0,2
2,1,5,4,0,4,3,0,0,2,402.5,498.1,499.4,373.8,560.0,0
0,1,3,3,1,1,1,0,0,1,454.1,460.7,485.9,375.7,440.0,0
1,0,0,0,0,1,1,0,0,1,480.1,421.2,507.5,511.7,640.0,0
0,2,3,4,1,2,1,0,0,0,540.3,525.1,540.8,638.5,660.0,0
6,3,3,4,3,5,3,1,1,1,575.7,648.4,624.6,771.8,700.0,1
3,0,5,7,5,7,1,0,0,1,381.0,462.4,396.7,562.3,660.0,0
1,0,1,2,5,7,2,1,0,1,501.6,509.7,518.1,433.8,480.0,2
2,1,1,3,3,5,1,1,0,1,539.2,600.2,551.9,576.5,760.0,2
0,0,0,2,0,1,1,0,0,1,377.8,462.1,466.4,401.9,760.0,0
5,1,2,1,1,4,2,2,1,3,546.1,627.9,564.7,550.6,640.0,1
1,0,2,4,0,5,1,0,0,0,419.3,432.4,394.8,335.0,320.0,0
4,0,1,4,1,4,1,0,0,1,456.6,523.0,515.4,463.8,740.0,0
2,1,2,2,1,4,2,1,0,2,526.6,532.6,496.5,543.4,680.0,2
2,0,3,4,1,5,1,0,0,1,558.4,594.4,585.9,539.6,920.0,2
1,0,5,2,5,3,1,0,0,1,417.9,393.2,454.5,382.8,580.0,0
4,1,5,3,3,6,2,1,1,2,649.2,635.5,559.8,693.1,960.0,1
1,0,2,1,0,4,2,0,0,1,370.9,548.1,550.4,363.1,600.0,0
1,0,4,5,1,4,1,0,0,1,475.4,564.9,556.3,586.7,560.0,0
2,2,3,4,1,4,1,1,1,2,402.5,579.4,568.2,510.2,660.0,2
1,0,1,1,1,1,1,0,0,0,495.9,374.3,508.3,569.6,280.0,0
2,0,3,5,1,4,1,0,0,2,512.4,579.0,564.7,591.9,580.0,2
6,1,5,1,5,7,1,0,0,0,534.4,543.3,536.2,493.6,440.0,1
1,0,2,2,1,3,1,0,0,1,403.7,538.8,522.5,551.5,640.0,0
5,1,2,3,1,3,2,1,1,1,603.6,607.6,634.8,714.8,820.0,2
7,3,3,4,3,4,3,2,1,2,532.3,553.0,530.8,739.8,840.0,1
3,0,2,4,5,3,1,1,1,1,334.1,480.1,435.5,372.8,360.0,2
5,1,3,6,1,4,2,1,0,1,448.8,483.9,523.0,421.4,560.0,0
3,0,2,3,3,4,1,0,0,1,473.3,468.5,522.3,456.5,400.0,2
1,0,0,3,0,2,1,0,0,1,553.1,646.9,661.8,747.6,960.0,0
8,2,4,6,4,6,3,1,1,3,548.7,513.6,496.5,682.1,780.0,1
2,0,2,3,1,4,1,0,0,1,540.7,608.5,583.4,606.2,820.0,0
2,0,0,0,0,0,1,1,0,1,534.2,565.5,533.0,398.2,600.0,0
7,1,2,3,3,4,2,2,1,3,580.3,544.8,575.6,598.2,860.0,1
9,2,3,6,3,6,2,1,1,3,599.3,619.7,608.4,728.8,880.0,1
7,2,5,4,1,4,1,0,1,1,571.7,682.3,684.8,631.6,640.0,2
1,0,0,1,0,1,1,0,0,1,486.7,544.4,494.2,410.9,400.0,0
1,1,0,2,0,4,1,0,0,1,646.5,701.7,640.2,690.1,980.0,2
3,0,1,2,1,4,2,0,0,1,475.0,522.9,481.8,493.9,780.0,0
1,0,1,4,3,4,1,1,0,1,482.4,516.6,445.3,424.3,840.0,2
1,0,2,1,1,3,1,0,0,1,509.3,454.4,406.6,503.7,480.0,0
0,0,0,2,0,2,1,0,0,1,553.9,541.8,513.3,446.0,520.0,0
0,1,1,4,4,4,1,0,1,1,560.0,541.5,503.7,591.9,520.0,2
6,1,0,2,0,3,2,1,0,1,415.0,544.6,544.0,651.7,920.0,2
5,0,3,6,5,4,2,1,0,1,409.1,513.7,457.0,578.0,340.0,0
2,0,0,3,3,6,1,0,0,0,431.4,530.7,426.5,426.1,600.0,0
1,0,1,4,3,4,1,0,0,2,421.7,541.7,549.1,356.9,620.0,2
10,3,5,1,2,3,2,3,1,2,597.5,634.3,617.6,761.4,920.0,1
2,1,1,4,3,4,1,1,1,1,742.1,560.5,544.8,745.6,740.0,2
3,1,3,5,1,5,1,1,0,1,510.7,588.2,496.7,502.3,740.0,2
1,1,2,4,3,5,1,0,1,1,531.2,534.0,543.7,559.6,440.0,2
1,0,1,4,1,4,1,0,0,1,505.2,542.6,499.9,519.9,720.0,0
14,4,4,6,3,6,4,1,1,3,588.8,640.7,539.0,563.5,900.0,1
2,0,2,2,1,4,1,1,0,1,385.1,380.2,463.8,343.7,400.0,0
4,0,2,2,1,4,1,1,1,1,468.2,558.1,540.4,512.5,380.0,2
10,1,5,7,3,3,2,0,0,4,496.2,399.3,417.4,671.3,400.0,1
0,0,0,1,0,1,1,0,0,0,432.9,349.8,479.6,370.6,0.0,0
1,1,0,4,1,4,2,1,0,2,444.5,433.7,424.5,423.7,640.0,0
1,0,5,3,2,3,1,0,0,1,412.1,385.7,465.6,451.4,440.0,0
1,1,1,5,2,4,1,1,1,1,563.6,537.2,561.6,771.9,660.0,2
3,1,1,4,1,3,1,0,0,1,591.3,690.6,556.9,568.3,800.0,2
1,1,3,1,3,3,1,0,0,1,578.8,630.1,584.2,594.4,720.0,0
4,1,2,4,1,4,2,1,1,1,492.1,522.0,574.7,658.2,660.0,2
10,2,4,6,4,6,2,1,1,3,561.8,639.5,547.5,674.9,820.0,1
1,0,2,4,5,1,1,0,0,1,514.1,538.8,486.3,540.1,660.0,0
14,4,3,5,4,6,3,2,1,3,739.4,703.5,647.8,789.6,900.0,1
1,0,2,1,2,4,1,0,0,1,359.3,421.7,419.5,369.6,0.0,0
11,4,4,5,4,6,4,2,0,4,498.4,503.8,474.7,633.8,580.0,1
4,1,1,4,1,2,2,1,1,1,390.6,445.3,536.1,495.5,720.0,2
1,0,2,2,1,3,1,0,0,1,555.3,565.5,500.2,449.3,720.0,0
14,3,4,6,4,6,2,1,1,2,611.9,610.1,604.0,769.5,680.0,1
7,1,3,4,3,6,1,1,1,2,533.6,558.7,562.8,628.5,780.0,2
8,1,1,4,3,4,2,1,1,2,445.2,506.9,515.5,402.6,580.0,2
1,0,1,3,1,4,1,0,0,1,350.3,446.7,346.4,344.7,580.0,0
7,1,2,4,1,5,1,0,1,3,568.7,615.7,665.9,721.5,860.0,2
2,1,3,3,5,4,3,1,1,2,558.6,525.8,546.1,439.8,420.0,2
1,0,3,4,1,5,1,0,0,1,485.7,489.8,489.8,438.5,600.0,0
2,1,0,1,1,1,1,1,1,1,539.1,609.6,544.5,650.6,920.0,2
2,0,0,7,5,7,1,0,1,1,494.8,590.1,557.5,442.1,540.0,2
5,0,2,1,1,2,1,0,0,1,554.4,578.0,579.2,394.9,500.0,0
1,0,0,1,1,2,1,0,0,1,540.2,546.7,435.5,538.1,820.0,0
2,0,5,7,1,2,1,0,0,1,402.9,451.7,541.1,504.8,360.0,0
2,0,2,3,1,3,1,0,0,2,467.0,446.4,443.0,390.6,520.0,0
1,0,1,1,5,3,1,0,0,1,512.8,517.8,525.2,469.7,920.0,2
3,0,3,7,4,5,1,0,0,1,419.1,475.8,528.1,462.1,560.0,2
1,1,2,7,1,2,1,0,0,1,496.8,530.0,558.9,487.6,600.0,0
15,1,4,5,4,5,4,2,1,3,688.1,665.6,647.0,766.9,900.0,1
1,0,0,0,0,1,1,0,0,1,481.6,549.1,557.7,568.8,920.0,0
0,1,2,4,1,2,1,0,0,1,649.5,620.1,572.0,607.6,880.0,2
1,0,2,4,0,4,1,0,0,1,400.5,475.3,483.2,447.4,440.0,0
2,0,5,7,1,7,1,1,0,1,478.6,380.9,379.4,587.2,0.0,0
0,2,0,2,0,4,2,0,0,1,646.5,623.0,612.2,635.1,940.0,2
5,1,5,2,1,6,1,1,1,1,443.8,414.8,474.8,568.3,500.0,2
2,1,3,6,3,6,2,0,0,0,544.9,644.7,579.6,588.3,720.0,2
1,1,2,7,0,7,2,0,0,1,584.8,615.9,394.8,611.4,840.0,0
4,1,3,4,5,4,1,1,1,3,469.1,580.1,573.4,520.6,800.0,2
1,0,0,5,0,1,1,0,0,1,393.2,443.5,412.2,381.3,440.0,0
5,0,3,4,3,6,2,2,1,1,445.3,550.2,557.7,519.6,720.0,1
5,0,3,4,3,5,1,1,0,1,500.9,564.1,572.5,401.7,620.0,2
3,0,0,2,3,6,1,1,0,0,495.1,534.1,514.2,437.5,760.0,2
9,1,0,4,3,6,3,2,1,3,564.8,534.3,573.8,653.5,800.0,1
0,0,5,7,5,4,1,0,0,0,443.4,309.8,450.7,474.8,560.0,0
5,1,5,4,5,4,2,2,0,2,431.9,481.6,478.9,523.3,0.0,0
3,0,2,4,3,5,2,1,0,1,504.5,583.6,496.6,549.1,820.0,1
1,0,0,1,0,1,1,0,0,1,401.5,357.2,340.8,376.4,0.0,0
2,1,1,3,1,3,2,0,0,1,720.7,638.4,482.1,789.0,940.0,2
7,1,3,4,1,3,2,1,1,2,630.6,713.7,645.7,795.2,960.0,1
2,0,0,3,0,7,1,0,0,1,499.4,469.2,486.2,384.3,400.0,0
3,0,5,7,2,3,1,0,1,1,526.7,583.3,564.2,605.1,720.0,2
1,0,0,7,0,7,1,0,0,1,425.7,367.9,452.8,365.8,560.0,0
1,0,1,1,0,1,1,0,0,0,395.8,485.3,467.6,403.3,480.0,0
7,4,4,7,5,7,3,2,1,4,465.1,529.0,483.9,548.4,480.0,1
1,0,5,3,1,3,1,0,0,0,453.3,564.3,568.0,541.1,980.0,0
1,0,1,2,3,4,1,0,0,1,537.6,602.4,569.5,667.7,780.0,2
0,0,2,3,1,2,1,0,0,0,432.0,489.2,529.8,455.6,680.0,0
1,1,1,1,1,2,2,0,0,2,508.3,532.9,496.1,385.6,900.0,0
3,0,2,4,1,4,2,1,0,2,519.3,506.5,512.9,428.1,400.0,2
1,0,2,3,3,4,2,1,0,1,493.5,385.4,513.8,593.8,480.0,0
1,0,0,0,1,4,1,0,0,1,382.4,425.3,447.4,503.6,320.0,0
1,0,2,2,5,4,1,1,0,1,424.6,562.5,571.6,636.2,960.0,2
8,2,3,4,1,4,2,3,0,1,523.9,597.8,579.7,556.8,540.0,2
13,2,4,5,4,5,3,2,1,2,488.5,597.3,633.4,754.4,720.0,1
8,3,3,4,3,4,1,0,1,3,615.6,631.6,614.7,658.9,860.0,1
2,1,5,4,1,4,1,0,0,1,440.0,533.5,599.3,525.2,740.0,0
1,0,5,7,1,2,1,0,0,1,426.5,473.3,450.0,369.5,340.0,0
12,2,3,5,3,5,4,1,1,2,501.1,555.9,564.4,635.1,740.0,1
3,0,2,4,1,4,3,1,0,1,425.2,478.5,496.1,443.7,840.0,2
1,1,4,5,3,5,1,1,0,1,647.7,724.4,637.5,752.6,720.0,2
7,0,1,4,1,4,2,1,0,2,443.2,493.3,485.5,521.7,460.0,2
1,1,3,5,1,4,1,0,0,1,562.1,474.0,516.3,601.6,520.0,2
4,1,1,4,3,6,3,2,1,2,585.1,571.6,594.5,542.2,860.0,1
2,0,1,7,1,7,2,0,0,1,395.9,364.7,429.5,357.2,600.0,0
1,0,0,0,0,0,1,0,0,0,493.5,494.2,499.8,516.1,540.0,0
1,0,5,4,1,3,1,0,0,1,461.9,464.1,463.3,512.1,580.0,0
14,2,3,4,4,6,3,3,0,2,495.2,510.7,531.2,592.0,480.0,1
12,4,3,6,3,4,4,3,0,4,525.4,532.0,626.1,580.4,900.0,1
2,0,2,7,1,4,1,0,0,0,582.3,510.3,508.9,527.4,700.0,0
1,0,0,1,1,2,1,0,0,1,534.2,606.0,593.0,485.3,560.0,0
2,0,2,4,2,3,1,1,0,1,487.8,511.2,570.3,366.9,640.0,2
4,0,5,0,5,7,1,1,0,1,418.6,482.0,476.1,408.5,300.0,0
1,0,5,7,1,1,1,0,0,1,392.3,535.6,520.3,481.4,580.0,0
8,1,3,6,5,4,3,0,1,2,527.4,559.9,598.5,610.1,880.0,2
2,1,2,1,1,2,2,1,1,3,504.5,450.1,535.2,579.8,640.0,2
15,3,4,6,4,6,4,1,1,2,494.4,524.9,546.8,527.3,900.0,1
3,0,2,2,3,4,1,1,1,1,529.7,523.8,540.3,661.1,860.0,2
1,1,3,5,3,5,3,0,0,1,592.3,647.6,609.1,653.2,780.0,2
2,1,1,3,1,4,3,1,0,1,495.0,495.9,515.7,537.5,520.0,2
3,1,5,4,3,5,1,0,0,1,520.0,536.5,536.4,676.4,800.0,2
4,1,3,6,1,4,2,2,1,2,528.4,546.2,533.2,698.2,720.0,2
2,1,1,2,1,2,2,0,0,2,399.5,500.3,475.9,680.0,620.0,0
2,1,2,2,1,3,1,1,1,2,425.7,409.9,460.7,445.0,0.0,2
6,1,3,4,3,4,2,2,0,2,526.9,633.5,654.6,734.3,920.0,1
8,1,4,4,3,4,2,1,0,1,590.6,623.2,591.0,763.9,740.0,2
1,0,0,4,3,5,1,0,1,1,608.9,538.0,460.6,555.4,620.0,2
5,1,3,4,2,3,3,2,1,3,528.1,643.1,472.3,622.2,820.0,1
1,0,5,0,5,1,1,0,0,1,457.0,373.4,515.0,469.6,440.0,0
4,1,1,1,1,1,2,0,0,1,590.0,563.1,565.0,537.7,640.0,0
3,1,2,1,3,2,2,0,0,0,503.2,627.3,598.3,416.1,600.0,0
2,1,3,5,0,4,1,0,0,1,333.4,486.8,517.3,488.5,0.0,0
4,0,2,1,1,1,1,1,0,2,586.1,543.9,534.5,497.5,740.0,2
6,1,3,6,3,6,1,1,0,1,505.0,373.5,476.5,524.1,700.0,0
13,2,3,6,1,5,2,2,1,2,466.1,464.3,491.0,482.2,620.0,1
2,0,2,4,1,4,2,1,0,1,565.5,612.7,541.6,442.8,900.0,2
6,1,3,5,1,4,2,1,1,1,527.7,544.4,547.7,630.2,580.0,2
2,1,2,4,4,5,1,2,0,1,535.8,662.1,629.1,524.3,680.0,2
1,0,5,4,2,4,1,0,0,1,478.2,363.4,360.6,428.1,420.0,0
3,0,3,4,3,3,1,0,0,1,401.2,389.6,369.7,372.9,580.0,0
14,4,4,5,4,5,4,2,1,4,727.8,634.2,633.8,788.1,540.0,1
3,1,2,4,3,5,2,1,0,1,501.0,561.8,459.0,386.5,400.0,0
5,2,2,4,1,5,2,1,0,1,533.0,605.7,521.5,641.1,580.0,2
2,0,2,3,1,2,1,1,0,1,527.9,624.0,593.5,450.0,600.0,2
10,1,2,4,1,4,2,1,1,2,442.8,401.7,461.1,517.2,440.0,2
3,1,1,1,0,0,1,0,0,1,530.9,603.9,388.1,392.3,440.0,0
2,0,0,1,1,1,2,0,0,1,475.5,492.1,452.5,440.3,740.0,0
6,1,2,5,3,6,3,1,0,2,537.1,575.6,581.8,642.8,760.0,1
2,0,0,1,0,3,1,1,0,1,435.8,488.8,470.4,390.8,600.0,0
1,0,1,4,2,3,1,0,0,0,480.1,542.1,523.4,487.4,700.0,0
1,0,2,1,1,3,1,0,0,1,575.2,659.4,627.1,680.1,800.0,0
1,0,5,1,5,1,1,0,0,1,502.8,464.9,442.3,379.6,700.0,0
7,0,2,4,3,6,1,0,0,1,489.4,552.1,427.7,656.5,720.0,2
2,0,1,4,1,1,1,1,0,1,439.7,495.1,536.5,404.9,500.0,0
2,0,3,4,3,6,1,0,0,0,616.7,599.6,517.4,620.4,640.0,2
15,3,3,6,4,6,2,1,1,1,580.2,634.3,625.3,578.0,600.0,1
3,1,3,3,3,4,2,1,0,1,625.6,616.5,609.0,701.6,960.0,2
1,0,3,1,1,1,1,1,0,1,514.6,403.4,599.4,453.7,560.0,0
5,1,2,1,1,2,1,1,0,1,461.1,475.5,484.6,467.2,580.0,0
3,0,0,3,2,4,1,1,0,1,533.3,425.2,503.0,479.4,560.0,2
3,1,3,4,1,4,2,1,0,1,648.6,625.2,665.1,474.1,960.0,2
9,3,3,4,1,4,2,1,1,2,605.1,689.2,650.9,600.3,740.0,2
3,0,1,1,1,2,1,0,0,1,409.4,527.4,483.8,459.0,340.0,0
3,0,5,4,5,2,1,0,0,1,549.7,474.0,502.0,586.2,760.0,0
1,0,5,7,1,1,1,0,0,1,405.9,326.0,422.7,336.7,0.0,0
1,0,0,3,0,1,1,0,0,1,473.5,472.3,492.5,649.2,840.0,0
1,0,0,2,2,2,1,1,0,1,469.1,406.2,480.9,526.1,640.0,0
6,0,2,6,4,6,1,1,0,1,394.7,375.4,485.8,396.4,720.0,0
3,1,1,5,1,3,1,1,1,3,576.3,544.4,522.4,658.5,820.0,2
2,0,2,3,1,1,1,1,0,1,466.1,449.4,496.6,362.6,500.0,0
1,0,2,4,1,4,1,0,0,1,425.3,516.6,526.7,653.4,720.0,0
3,1,2,3,1,3,1,1,1,1,342.0,482.3,531.3,461.0,640.0,2
1,0,3,4,1,6,1,1,0,3,483.9,506.2,568.0,574.9,800.0,2
2,0,5,7,3,5,1,0,0,2,492.4,415.2,451.1,418.8,480.0,0
11,2,3,3,3,6,1,1,0,3,546.4,553.7,539.6,616.0,840.0,2
1,0,5,2,5,2,1,0,0,1,482.4,494.2,487.6,373.0,780.0,0
2,0,2,2,1,4,1,0,0,1,361.3,562.6,538.6,349.4,560.0,0
1,0,1,1,1,0,1,0,0,1,480.9,450.2,525.8,370.8,500.0,0
1,0,1,1,1,1,1,0,0,1,441.6,448.9,474.1,430.4,520.0,0
1,0,2,7,1,3,1,0,0,1,419.9,405.8,449.1,426.5,360.0,0
3,1,1,7,1,3,1,0,1,1,506.0,450.4,562.5,428.1,520.0,2
15,3,3,6,3,6,4,1,1,1,667.1,600.9,558.1,812.0,960.0,1
4,1,5,3,3,5,2,1,0,2,507.5,560.9,522.4,564.9,620.0,0
0,0,0,1,0,1,1,0,0,1,432.0,350.2,425.9,420.3,420.0,0
14,4,4,6,4,6,3,2,1,2,573.8,614.4,580.6,729.0,940.0,1
2,0,5,4,0,2,1,1,1,0,527.8,493.4,515.0,474.3,740.0,2
3,1,4,7,4,7,2,2,1,3,452.5,495.4,481.0,442.8,0.0,2
2,1,2,4,1,5,1,1,0,2,676.6,658.3,591.6,745.9,900.0,2
1,0,2,4,1,3,2,1,0,1,551.3,522.4,528.5,660.7,620.0,2
5,1,2,4,3,6,1,1,0,1,506.9,576.2,569.7,678.5,700.0,2
2,0,1,4,2,4,1,0,0,1,446.5,500.4,540.5,374.4,840.0,0
11,1,3,5,5,4,3,1,0,3,602.3,612.7,537.2,714.5,940.0,1
4,0,1,3,1,3,1,0,0,1,455.1,420.4,493.6,448.2,500.0,0
6,1,3,4,3,4,2,1,1,1,578.8,611.1,602.2,726.5,920.0,1
2,0,0,4,0,2,1,0,0,1,502.6,499.7,530.3,611.7,560.0,0
2,0,5,7,1,1,1,0,0,1,518.6,590.2,584.9,421.2,460.0,0
4,0,1,1,1,4,1,1,0,1,552.4,441.9,476.4,600.2,700.0,2
2,1,0,2,0,2,4,0,0,2,505.0,518.0,498.6,433.2,540.0,2
3,0,5,4,5,4,2,1,0,0,500.0,490.9,490.6,406.7,540.0,0
9,3,3,5,3,5,2,1,1,1,518.5,580.7,605.6,705.4,740.0,1
1,1,1,2,1,2,2,1,0,3,502.6,383.1,317.4,448.8,280.0,0
2,0,0,4,1,1,1,0,0,1,572.5,639.5,561.4,584.8,640.0,0
2,0,1,1,1,1,1,0,0,1,425.2,418.6,410.7,373.5,440.0,0
9,0,3,4,1,4,2,1,1,3,397.3,471.8,485.2,558.8,840.0,1
6,2,3,4,4,6,3,1,1,2,535.0,517.6,557.1,639.1,680.0,1
10,2,4,6,4,6,2,2,1,2,615.3,695.0,650.8,722.0,880.0,1
1,0,0,1,1,2,1,0,0,1,512.9,560.5,504.4,477.9,680.0,0
